Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
6;2017;5368;Matthews, Chris;WR;bal;h;chi;1;
6;2017;5486;Grant, Jakeem;WR;mia;a;atl;0.9;5
6;2017;5556;Samuel, Curtis;WR;car;h;phi;0.8;5
6;2017;5574;McKenzie, Isaiah;WR;den;h;nyg;0.5;5
6;2017;5283;Reedy, Bernard;WR;tam;a;ari;0.4;5
6;2017;5589;Thompson, Chris;WR;hou;h;cle;0;5
6;2017;5157;Quick, Brian;WR;was;h;sfo;0;5
6;2017;5577;Gentry, Tanner;WR;chi;a;bal;0;5
6;2017;3848;Heyward-Bey, Darrius;WR;pit;a;kan;0;3
6;2017;5384;Dorsett, Phillip;WR;nwe;a;nyj;0;5
6;2017;5188;Wright, Jarius;WR;car;h;phi;0;5
6;2017;5590;McCaffrey, Max;WR;jac;h;lar;0;5
6;2017;5500;Rogers, Chester;WR;ind;a;ten;0;5
6;2017;5503;Thomas, Mike;WR;lar;a;jac;0;5
6;2017;5478;Rogers, Eli;WR;pit;a;kan;0;5
6;2017;5593;Rudolph, Travis;WR;nyg;a;den;0;5
6;2017;5394;McBride, Tre;WR;nyj;h;nwe;0;5
6;2017;5351;Janis, Jeff;WR;cle;a;hou;0;5
6;2017;5563;Chesson, Jehu;WR;kan;h;pit;0;5
6;2017;5173;Benjamin, Travis;WR;lac;a;oak;0;5
6;2017;3978;Roberts, Andre;WR;nyj;h;nwe;0;3
6;2017;3760;Slater, Matthew;WR;nwe;a;nyj;0;3
6;2017;5576;Bolden, Victor;WR;sfo;a;was;0;5
6;2017;5379;Perriman, Breshad;WR;bal;h;chi;0;5
6;2017;5491;Holton, Johnny;WR;oak;h;lac;0;5
6;2017;5582;Reynolds, Josh;WR;lar;a;jac;0;5
6;2017;5474;Carroo, Leonte;WR;mia;a;atl;0;5
6;2017;5199;Austin, Tavon;WR;dal;h;-;0;5
6;2017;5429;Bray, Quan;WR;hou;h;cle;0;5
6;2017;5191;Bellamy, Josh;WR;chi;a;bal;0;5
6;2017;5591;Coley, Stacy;WR;min;h;gnb;0;5
6;2017;5498;Davis, Trevor;WR;gnb;a;min;0;5
6;2017;4494;Gronkowski, Rob;TE;nwe;a;nyj;23.3;4
6;2017;4701;Engram, Evan;TE;nyg;a;den;16.7;4
6;2017;4648;Brate, Cameron;TE;tam;a;ari;16.6;4
6;2017;4569;Ertz, Zach;TE;phi;a;car;14.8;4
6;2017;4602;Seferian-Jenkins, Austin;TE;jac;h;lar;12.6;4
6;2017;4594;Doyle, Jack;TE;ind;a;ten;12.5;4
6;2017;4675;Henry, Hunter;TE;lac;a;oak;11.5;
6;2017;4576;Sims, Dion;TE;chi;a;bal;11.2;4
6;2017;4499;Hoomanawanui, Michael;TE;nor;h;det;9.7;4
6;2017;4609;Fells, Darren;TE;cle;a;hou;9.6;4
6;2017;4461;Miller, Zach;TE;chi;a;bal;9.5;
6;2017;4676;Heuerman, Jeff;TE;den;h;nyg;9.4;4
6;2017;4605;Niklas, Troy;TE;nwe;a;nyj;9;
6;2017;4592;Griffin, Ryan;TE;hou;h;cle;8.7;4
6;2017;4677;Hooper, Austin;TE;atl;h;mia;8.3;4
6;2017;4690;DeValve, Seth;TE;cle;a;hou;7.9;4
6;2017;4537;Rudolph, Kyle;TE;min;h;gnb;7.2;4
6;2017;4705;Everett, Gerald;TE;lar;a;jac;6.9;4
6;2017;4703;Kittle, George;TE;sfo;a;was;6.6;4
6;2017;4323;Davis, Vernon;TE;was;h;sfo;6;4
6;2017;4292;Watson, Ben;TE;nor;h;det;5.8;4
6;2017;4573;Reed, Jordan;TE;was;h;sfo;5.7;4
6;2017;4582;Kelce, Travis;TE;kan;h;pit;5.7;4
6;2017;4482;Dickson, Ed;TE;sea;h;-;5.6;4
6;2017;4660;Boyle, Nick;TE;bal;h;chi;4.5;4
6;2017;4493;Gresham, Jermaine;TE;ari;h;tam;4.2;4
6;2017;4534;Thomas, Julius;TE;mia;a;atl;3.7;
6;2017;4360;Walker, Delanie;TE;ten;h;ind;3.4;4
6;2017;4407;Bennett, Martellus;TE;gnb;a;min;3.2;
6;2017;4572;McDonald, Vance;TE;pit;a;kan;3.1;4
6;2017;4542;Green, Virgil;TE;lac;a;oak;2.9;4
6;2017;4679;Anderson, Stephen;TE;hou;h;cle;2.7;4
6;2017;4689;Koyack, Ben;TE;jac;h;lar;2.6;4
6;2017;4437;Cook, Jared;TE;oak;h;lac;2.4;4
6;2017;4270;Gates, Antonio;TE;lac;a;oak;2.1;4
6;2017;4664;O'Shaughnessy, James;TE;jac;h;lar;2.1;4
6;2017;4700;Howard, O.J.;TE;tam;a;ari;2;4
6;2017;4564;Celek, Garrett;TE;sfo;a;was;1.8;4
6;2017;4692;Derby, A.J.;TE;den;h;nyg;1.5;4
6;2017;4706;Smith, Jonnu;TE;ten;h;ind;1.5;4
6;2017;4618;Burton, Trey;TE;chi;a;bal;1.4;4
6;2017;4601;Ebron, Eric;TE;ind;a;ten;1.4;4
6;2017;4686;Adams, Jerell;TE;nyg;a;den;1.1;4
6;2017;4702;Njoku, David;TE;cle;a;hou;1;4
6;2017;4532;Stocker, Luke;TE;tam;a;ari;1;4
6;2017;4680;Higbee, Tyler;TE;lar;a;jac;0.5;4
6;2017;4629;Rodgers, Richard;TE;phi;a;car;0;4
6;2017;4513;Paulsen, Logan;TE;atl;h;mia;0;4
6;2017;4588;McGrath, Sean;TE;det;a;nor;0;4
6;2017;4697;Manhertz, Chris;TE;car;h;phi;0;4
6;2017;4554;Ellison, Rhett;TE;nyg;a;den;0;4
6;2017;4653;James, Jesse;TE;pit;a;kan;0;4
6;2017;4651;Walford, Clive;TE;nyj;h;nwe;0;4
6;2017;4324;Lewis, Marcedes;TE;gnb;a;min;0;4
6;2017;4681;Travis, Ross;TE;kan;h;pit;0;4
6;2017;4709;Shaheen, Adam;TE;chi;a;bal;0;4
6;2017;4637;Supernaw, Phillip;TE;ten;h;ind;0;4
6;2017;4704;Tomlinson, Eric;TE;nyj;h;nwe;0;4
6;2017;4599;Carrier, Derek;TE;oak;h;lac;0;4
6;2017;5411;Mayle, Vince;TE;bal;h;chi;0;5
6;2017;4642;Harris, Demetrius;TE;kan;h;pit;0;4
6;2017;4710;Roberts, Michael;TE;det;a;nor;0;4
6;2017;4538;Kendricks, Lance;TE;gnb;a;min;0;4
6;2017;4535;Smith, Lee;TE;oak;h;lac;0;4
6;2017;4674;LaCosse, Matt;TE;nyg;a;den;0;4
6;2017;4551;Allen, Dwayne;TE;nwe;a;nyj;0;4
6;2017;4666;Bell, Blake;TE;min;h;gnb;0;4
6;2017;4708;Daniels, Darrell;TE;sea;h;-;0;4
6;2017;4577;Toilolo, Levine;TE;det;a;nor;0;4
6;2017;4586;Hill, Josh;TE;nor;h;det;0;4
6;2017;5436;Brown, Daniel;TE;chi;a;bal;0;5
6;2017;4707;Hollister, Jacob;TE;nwe;a;nyj;0;4
6;2017;4694;Morgan, David;TE;min;h;gnb;0;4
6;2017;4595;Gray, Marqueis;TE;mia;a;atl;0;4
6;2017;5110;Paul, Niles;TE;jac;h;lar;-0.1;5
6;2017;4650;Williams, Maxx;TE;bal;h;chi;-0.9;4
6;2017;6169;Succop, Ryan;PK;ten;h;ind;21;
6;2017;6242;Rosas, Aldrick;PK;nyg;a;den;14;
6;2017;6208;Forbath, Kai;PK;min;h;gnb;13;
6;2017;6037;Vinatieri, Adam;PK;ind;a;ten;12;
6;2017;6172;Gano, Graham;PK;car;h;phi;12;
6;2017;6206;Tucker, Justin;PK;bal;h;chi;12;
6;2017;6239;Lutz, Wil;PK;nor;h;det;11;
6;2017;6422;Elliott, Jake;PK;phi;a;car;11;
6;2017;6205;Zuerlein, Greg;PK;lar;a;jac;11;
6;2017;6166;Barth, Connor;PK;chi;a;bal;10;
6;2017;6230;Parkey, Cody;PK;chi;a;bal;9;
6;2017;6209;Hopkins, Dustin;PK;was;h;sfo;9;
6;2017;6159;Prater, Matt;PK;det;a;nor;9;
6;2017;6016;Dawson, Phil;PK;ari;h;tam;8;
6;2017;6096;Gould, Robbie;PK;sfo;a;was;8;
6;2017;6423;Butker, Harrison;PK;kan;h;pit;8;
6;2017;6071;Bryant, Matt;PK;atl;h;mia;7;
6;2017;6236;Myers, Jason;PK;jac;h;lar;6;
6;2017;6240;Gonzalez, Zane;PK;cle;a;hou;6;
6;2017;6098;Gostkowski, Stephen;PK;nwe;a;nyj;6;
6;2017;6241;Fairbairn, Ka'imi;PK;hou;h;cle;6;
6;2017;6217;Tavecchio, Giorgio;PK;oak;h;lac;5;
6;2017;6229;Catanzaro, Chandler;PK;tam;a;ari;5;
6;2017;6095;Novak, Nick;PK;lac;a;oak;5;
6;2017;6225;Boswell, Chris;PK;pit;a;kan;5;
6;2017;6227;McManus, Brandon;PK;den;h;nyg;4;
6;2017;6104;Crosby, Mason;PK;gnb;a;min;4;
6;2017;6219;Murray, Patrick;PK;tam;a;ari;1;
6;2017;7019;New Orleans;Def;nor;h;det;33;7
6;2017;7032;Houston;Def;hou;h;cle;22;7
6;2017;7025;LA Rams;Def;lar;a;jac;22;7
6;2017;7020;New York G;Def;nyg;a;den;22;7
6;2017;7003;Baltimore;Def;bal;h;chi;20;7
6;2017;7006;Chicago;Def;chi;a;bal;19;7
6;2017;7011;Detroit;Def;det;a;nor;17;7
6;2017;7017;Minnesota;Def;min;h;gnb;14;7
6;2017;7018;New England;Def;nwe;a;nyj;11;7
6;2017;7008;Cleveland;Def;cle;a;hou;9;7
6;2017;7024;Pittsburgh;Def;pit;a;kan;9;7
6;2017;7029;Tampa Bay;Def;tam;a;ari;8;7
6;2017;7023;Philadelphia;Def;phi;a;car;8;7
6;2017;7010;Denver;Def;den;h;nyg;6;7
6;2017;7014;Jacksonville;Def;jac;h;lar;6;7
6;2017;7026;LA Chargers;Def;lac;a;oak;6;7
6;2017;7027;San Francisco;Def;sfo;a;was;5;7
6;2017;7016;Miami;Def;mia;a;atl;5;7
6;2017;7001;Arizona;Def;ari;h;tam;5;7
6;2017;7031;Washington;Def;was;h;sfo;5;7
6;2017;7013;Indianapolis;Def;ind;a;ten;5;7
6;2017;7022;Oakland;Def;oak;h;lac;4;7
6;2017;7021;New York J;Def;nyj;h;nwe;4;7
6;2017;7005;Carolina;Def;car;h;phi;4;7
6;2017;7015;Kansas City;Def;kan;h;pit;4;7
6;2017;7012;Green Bay;Def;gnb;a;min;4;7
6;2017;7002;Atlanta;Def;atl;h;mia;3;7
6;2017;7030;Tennessee;Def;ten;h;ind;3;7
