Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
12;2017;5491;Holton, Johnny;WR;oak;h;den;6.3;0
12;2017;3824;Britt, Kenny;WR;cle;a;cin;6.2;0
12;2017;5212;Stills, Kenny;WR;mia;a;nwe;6.2;0
12;2017;5550;Davis, Corey;WR;ten;a;ind;5.9;0
12;2017;5412;Humphries, Adam;WR;tam;a;atl;5.8;0
12;2017;5479;Moore, Chris;WR;bal;h;hou;5.2;0
12;2017;3891;Bryant, Dez;WR;dal;h;lac;5.2;
12;2017;5113;Smith, Torrey;WR;car;a;nyj;5;0
12;2017;5500;Rogers, Chester;WR;ind;h;ten;4.9;0
12;2017;3946;LaFell, Brandon;WR;cin;h;cle;4.8;0
12;2017;3501;Fitzgerald, Larry;WR;ari;h;jac;4.7;0
12;2017;5273;King, Tavarres;WR;min;a;det;4.6;0
12;2017;5571;Taylor, Trent;WR;sfo;h;sea;4.5;0
12;2017;5384;Dorsett, Phillip;WR;nwe;h;mia;4.4;0
12;2017;5265;Ellington, Bruce;WR;hou;a;bal;4.4;0
12;2017;3997;Thomas, Demaryius;WR;den;a;oak;4.3;0
12;2017;5508;Lewis, Roger;WR;nyg;a;was;4.1;0
12;2017;5505;McEvoy, Tanner;WR;mia;a;nwe;4.1;0
12;2017;3995;Tate, Golden;WR;det;h;min;4;0
12;2017;5475;Higgins, Rashard;WR;cle;a;cin;4;0
12;2017;5570;Cole, Keelan;WR;jac;a;ari;4;0
12;2017;3902;Decker, Eric;WR;nwe;h;mia;3.8;0
12;2017;5408;Roberts, Seth;WR;oak;h;den;3.6;0
12;2017;5478;Rogers, Eli;WR;pit;h;gnb;3.6;0
12;2017;5188;Wright, Jarius;WR;car;a;nyj;3.5;0
12;2017;5515;Robinson, Demarcus;WR;kan;h;buf;3.4;0
12;2017;5598;Bourne, Kendrick;WR;sfo;h;sea;3.2;0
12;2017;5361;Gabriel, Taylor;WR;chi;a;phi;3.1;0
12;2017;5199;Austin, Tavon;WR;dal;h;lac;3.1;0
12;2017;5394;McBride, Tre;WR;nyj;h;car;3;0
12;2017;5136;Baldwin, Doug;WR;sea;a;sfo;3;0
12;2017;5163;Beasley, Cole;WR;dal;h;lac;2.9;0
12;2017;3983;Sanders, Emmanuel;WR;den;a;oak;2.7;0
12;2017;3751;Nelson, Jordy;WR;oak;h;den;2.6;0
12;2017;5162;Wright, Kendall;WR;min;a;det;2.5;0
12;2017;5151;Hilton, T.Y.;WR;ind;h;ten;2.5;0
12;2017;5254;Matthews, Jordan;WR;nwe;h;mia;2.5;
12;2017;5480;Erickson, Alex;WR;cin;h;cle;2.3;0
12;2017;5578;Hollins, Mack;WR;phi;h;chi;2.2;0
12;2017;5579;Godwin, Chris;WR;tam;a;atl;2.2;0
12;2017;5512;Harris, Maurice;WR;was;h;nyg;2.2;0
12;2017;5344;Moncrief, Donte;WR;jac;a;ari;2.1;0
12;2017;3851;Amendola, Danny;WR;mia;a;nwe;2;0
12;2017;5409;Nelson, J.J.;WR;ari;h;jac;1.9;0
12;2017;5256;Lee, Marqise;WR;jac;a;ari;1.8;0
12;2017;5462;Cooper, Pharoh;WR;lar;h;nor;1.4;0
12;2017;5287;Snead, Willie;WR;bal;h;hou;1.4;0
12;2017;5148;Floyd, Michael;WR;nor;a;lar;1.3;0
12;2017;5555;Taylor, Taywan;WR;ten;a;ind;1.3;0
12;2017;3731;Douglas, Harry;WR;ten;a;ind;1.3;
12;2017;5134;Robinson, Aldrick;WR;sfo;h;sea;1.3;0
12;2017;5580;Williams, Chad;WR;ari;h;jac;1.3;0
12;2017;3830;Maclin, Jeremy;WR;bal;h;hou;1.1;
12;2017;5160;Thompson, Deonte;WR;dal;h;lac;1.1;0
12;2017;5219;Butler, Brice;WR;ari;h;jac;1;0
12;2017;5380;Parker, DeVante;WR;mia;a;nwe;1;0
12;2017;2580;Grant, Ryan;WR;ind;h;ten;0.8;0
12;2017;5602;Natson, JoJo;WR;nyj;h;car;0.4;0
12;2017;5498;Davis, Trevor;WR;gnb;a;pit;0.4;0
12;2017;5386;Lockett, Tyler;WR;sea;a;sfo;0.2;0
12;2017;5569;Switzer, Ryan;WR;pit;h;gnb;-0.4;0
12;2017;5600;Mickens, Jaydon;WR;jac;a;ari;-2;0
12;2017;4494;Gronkowski, Rob;TE;nwe;h;mia;22.7;0
12;2017;4569;Ertz, Zach;TE;phi;h;chi;21.3;0
12;2017;4537;Rudolph, Kyle;TE;min;a;det;20.3;0
12;2017;4675;Henry, Hunter;TE;lac;a;dal;16.1;
12;2017;4712;Seals-Jones, Ricky;TE;ari;h;jac;15.2;0
12;2017;4360;Walker, Delanie;TE;ten;a;ind;14.3;0
12;2017;4594;Doyle, Jack;TE;ind;h;ten;12.9;0
12;2017;4492;Graham, Jimmy;TE;gnb;a;pit;10.9;0
12;2017;4688;Vannett, Nick;TE;sea;a;sfo;9.9;0
12;2017;4652;Kroft, Tyler;TE;cin;h;cle;8.9;0
12;2017;4543;Clay, Charles;TE;buf;a;kan;8;0
12;2017;4262;Witten, Jason;TE;dal;h;lac;7.9;
12;2017;4534;Thomas, Julius;TE;mia;a;nwe;7.7;
12;2017;4700;Howard, O.J.;TE;tam;a;atl;6.7;0
12;2017;4702;Njoku, David;TE;cle;a;cin;6.7;0
12;2017;4604;Grimble, Xavier;TE;pit;h;gnb;6.6;0
12;2017;4680;Higbee, Tyler;TE;lar;h;nor;6.3;0
12;2017;4640;Fiedorowicz, C.J.;TE;hou;a;bal;5.7;
12;2017;4601;Ebron, Eric;TE;ind;h;ten;5.4;0
12;2017;4582;Kelce, Travis;TE;kan;h;buf;5.4;0
12;2017;4677;Hooper, Austin;TE;atl;h;tam;5.3;0
12;2017;4653;James, Jesse;TE;pit;h;gnb;4.7;0
12;2017;4292;Watson, Ben;TE;nor;a;lar;4.4;0
12;2017;4642;Harris, Demetrius;TE;kan;h;buf;4.3;0
12;2017;4690;DeValve, Seth;TE;cle;a;cin;4.3;0
12;2017;4715;Traylor, Austin;TE;den;a;oak;3.9;0
12;2017;4602;Seferian-Jenkins, Austin;TE;jac;a;ari;3.7;0
12;2017;5524;Marshall, Byron;TE;was;h;nyg;3.5;0
12;2017;4701;Engram, Evan;TE;nyg;a;was;3.3;0
12;2017;4605;Niklas, Troy;TE;nwe;h;mia;3.2;
12;2017;5110;Paul, Niles;TE;jac;a;ari;3.1;0
12;2017;4629;Rodgers, Richard;TE;phi;h;chi;3;0
12;2017;5436;Brown, Daniel;TE;chi;a;phi;3;0
12;2017;4661;O'Leary, Nick;TE;buf;a;kan;2.8;0
12;2017;4493;Gresham, Jermaine;TE;ari;h;jac;2.3;0
12;2017;4542;Green, Virgil;TE;lac;a;dal;2.1;0
12;2017;4482;Dickson, Ed;TE;sea;a;sfo;2;0
12;2017;4703;Kittle, George;TE;sfo;h;sea;1.9;0
12;2017;4564;Celek, Garrett;TE;sfo;h;sea;1.7;0
12;2017;4535;Smith, Lee;TE;oak;h;den;1.7;0
12;2017;4650;Williams, Maxx;TE;bal;h;hou;1.7;0
12;2017;4324;Lewis, Marcedes;TE;gnb;a;pit;1.5;0
12;2017;4368;Olsen, Greg;TE;car;a;nyj;1.5;0
12;2017;4705;Everett, Gerald;TE;lar;h;nor;1.4;0
12;2017;4554;Ellison, Rhett;TE;nyg;a;was;1.4;0
12;2017;4660;Boyle, Nick;TE;bal;h;hou;1.4;0
12;2017;4552;Fleener, Coby;TE;nor;a;lar;1.3;
12;2017;4664;O'Shaughnessy, James;TE;jac;a;ari;1.2;0
12;2017;4648;Brate, Cameron;TE;tam;a;atl;1.1;0
12;2017;4551;Allen, Dwayne;TE;nwe;h;mia;0.7;0
12;2017;4709;Shaheen, Adam;TE;chi;a;phi;0.6;0
12;2017;4437;Cook, Jared;TE;oak;h;den;0.6;0
12;2017;4576;Sims, Dion;TE;chi;a;phi;0.2;0
12;2017;6205;Zuerlein, Greg;PK;lar;h;nor;18;
12;2017;6016;Dawson, Phil;PK;ari;h;jac;17;
12;2017;6206;Tucker, Justin;PK;bal;h;hou;14;
12;2017;6167;Hauschka, Steven;PK;buf;a;kan;13;
12;2017;6159;Prater, Matt;PK;det;h;min;13;
12;2017;6203;Bullock, Randy;PK;cin;h;cle;13;
12;2017;6071;Bryant, Matt;PK;atl;h;tam;11;
12;2017;6037;Vinatieri, Adam;PK;ind;h;ten;11;
12;2017;6172;Gano, Graham;PK;car;a;nyj;11;
12;2017;6240;Gonzalez, Zane;PK;cle;a;cin;10;
12;2017;6239;Lutz, Wil;PK;nor;a;lar;10;
12;2017;6241;Fairbairn, Ka'imi;PK;hou;a;bal;10;
12;2017;6229;Catanzaro, Chandler;PK;tam;a;atl;9;
12;2017;6169;Succop, Ryan;PK;ten;a;ind;9;
12;2017;6422;Elliott, Jake;PK;phi;h;chi;8;
12;2017;6424;Rose, Nick;PK;was;h;nyg;8;
12;2017;6096;Gould, Robbie;PK;sfo;h;sea;8;
12;2017;6219;Murray, Patrick;PK;tam;a;atl;8;
12;2017;6233;Lambo, Josh;PK;jac;a;ari;7;
12;2017;6225;Boswell, Chris;PK;pit;h;gnb;7;
12;2017;6208;Forbath, Kai;PK;min;a;det;6;
12;2017;6204;Walsh, Blair;PK;sea;a;sfo;6;
12;2017;6098;Gostkowski, Stephen;PK;nwe;h;mia;5;
12;2017;6230;Parkey, Cody;PK;chi;a;phi;5;
12;2017;6423;Butker, Harrison;PK;kan;h;buf;5;
12;2017;6242;Rosas, Aldrick;PK;nyg;a;was;4;
12;2017;6104;Crosby, Mason;PK;gnb;a;pit;4;
12;2017;6217;Tavecchio, Giorgio;PK;oak;h;den;3;
12;2017;6095;Novak, Nick;PK;lac;a;dal;3;
12;2017;6224;Santos, Cairo;PK;chi;a;phi;3;
12;2017;6227;McManus, Brandon;PK;den;a;oak;2;
12;2017;7026;LA Chargers;Def;lac;a;dal;19;0
12;2017;7005;Carolina;Def;car;a;nyj;17;0
12;2017;7018;New England;Def;nwe;h;mia;17;0
12;2017;7020;New York G;Def;nyg;a;was;15;0
12;2017;7023;Philadelphia;Def;phi;h;chi;13;0
12;2017;7031;Washington;Def;was;h;nyg;13;0
12;2017;7014;Jacksonville;Def;jac;a;ari;11;0
12;2017;7030;Tennessee;Def;ten;a;ind;11;0
12;2017;7001;Arizona;Def;ari;h;jac;10;0
12;2017;7028;Seattle;Def;sea;a;sfo;9;0
12;2017;7003;Baltimore;Def;bal;h;hou;9;0
12;2017;7004;Buffalo;Def;buf;a;kan;8;0
12;2017;7022;Oakland;Def;oak;h;den;8;0
12;2017;7016;Miami;Def;mia;a;nwe;7;0
12;2017;7017;Minnesota;Def;min;a;det;7;0
12;2017;7019;New Orleans;Def;nor;a;lar;6;0
12;2017;7006;Chicago;Def;chi;a;phi;6;0
12;2017;7012;Green Bay;Def;gnb;a;pit;6;0
12;2017;7007;Cincinnati;Def;cin;h;cle;5;0
12;2017;7011;Detroit;Def;det;h;min;5;0
12;2017;7013;Indianapolis;Def;ind;h;ten;5;0
12;2017;7010;Denver;Def;den;a;oak;4;0
12;2017;7025;LA Rams;Def;lar;h;nor;4;0
12;2017;7021;New York J;Def;nyj;h;car;3;0
12;2017;7015;Kansas City;Def;kan;h;buf;3;0
12;2017;7024;Pittsburgh;Def;pit;h;gnb;3;0
12;2017;7027;San Francisco;Def;sfo;h;sea;2;0
12;2017;7002;Atlanta;Def;atl;h;tam;2;0
12;2017;7029;Tampa Bay;Def;tam;a;atl;1;0
12;2017;7032;Houston;Def;hou;a;bal;1;0
