Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
14;2017;1232;Roethlisberger, Ben;QB;pit;h;bal;28.74;0
14;2017;1514;Wentz, Carson;QB;phi;a;lar;28.24;0
14;2017;1501;Prescott, Dak;QB;dal;a;nyg;26.58;0
14;2017;1470;Hundley, Brett;QB;sea;a;jac;25.7;0
14;2017;1412;Wilson, Russell;QB;sea;a;jac;24.84;0
14;2017;1263;Cutler, Jay;QB;mia;h;nwe;22.92;
14;2017;1519;Trubisky, Mitchell;QB;chi;a;cin;21.34;0
14;2017;1435;Keenum, Case;QB;den;h;nyj;21.2;0
14;2017;1231;Rivers, Philip;QB;lac;h;was;20.76;0
14;2017;1517;Kizer, DeShone;QB;gnb;a;cle;19.26;0
14;2017;1442;Bortles, Blake;QB;jac;h;sea;18.52;0
14;2017;1399;Yates, T.J.;QB;hou;h;sfo;18.1;
14;2017;1151;Brees, Drew;QB;nor;a;atl;18.04;0
14;2017;1302;Flacco, Joe;QB;bal;a;pit;17.76;0
14;2017;1340;Stafford, Matthew;QB;det;a;tam;17.24;0
14;2017;1465;Winston, Jameis;QB;tam;h;det;16.4;0
14;2017;1452;Garoppolo, Jimmy;QB;sfo;a;hou;16.06;0
14;2017;1378;Newton, Cam;QB;car;h;min;15.48;0
14;2017;1490;Goff, Jared;QB;lar;h;phi;14.16;0
14;2017;1488;Siemian, Trevor;QB;min;a;car;13.3;0
14;2017;1441;Carr, Derek;QB;oak;a;kan;12.44;0
14;2017;1254;Smith, Alex;QB;was;a;lac;12.12;0
14;2017;1131;Brady, Tom;QB;nwe;a;mia;11.32;0
14;2017;1225;Manning, Eli;QB;nyg;h;dal;11.12;0
14;2017;1415;Cousins, Kirk;QB;min;a;car;9.84;0
14;2017;1301;Ryan, Matt;QB;atl;h;nor;9.84;0
14;2017;1403;Dalton, Andy;QB;cin;h;chi;8.64;0
14;2017;1381;Gabbert, Blaine;QB;ten;a;ari;8.32;0
14;2017;1496;Brissett, Jacoby;QB;ind;a;buf;7.76;0
14;2017;1522;Peterman, Nathan;QB;buf;h;ind;7.28;0
14;2017;1466;Mariota, Marcus;QB;ten;a;ari;5.46;0
14;2017;5071;Webb, Joe;QB;hou;h;sfo;3.1;0
14;2017;1413;Foles, Nick;QB;phi;a;lar;2.58;0
14;2017;1443;Savage, Tom;QB;nor;a;atl;2.52;0
14;2017;1467;McCarron, A.J.;QB;buf;h;ind;1.88;0
14;2017;1472;Petty, Bryce;QB;mia;h;nwe;1.26;0
14;2017;1175;McCown, Josh;QB;nyj;a;den;-0.46;0
14;2017;1262;Clemens, Kellen;QB;lac;h;was;-0.88;
14;2017;2888;Bell, Le'Veon;RB;pit;h;bal;35;0
14;2017;3191;Smith, Rod;RB;dal;a;nyg;30.5;0
14;2017;2612;Stewart, Jonathan;RB;nyg;h;dal;28.3;0
14;2017;5447;Howard, Jordan;RB;chi;a;cin;28;0
14;2017;5541;Williams, Jamaal;RB;gnb;a;cle;27.3;0
14;2017;2992;Gurley, Todd;RB;lar;h;phi;27;0
14;2017;2907;Riddick, Theo;RB;det;a;tam;24.3;0
14;2017;5450;Collins, Alex;RB;bal;a;pit;23.6;0
14;2017;5446;Drake, Kenyan;RB;mia;h;nwe;21.8;0
14;2017;2707;McCoy, LeSean;RB;buf;h;ind;21.6;0
14;2017;5560;Hunt, Kareem;RB;kan;h;oak;21.3;0
14;2017;5534;Fournette, Leonard;RB;jac;h;sea;19.9;0
14;2017;5370;Allen, Javorius;RB;bal;a;pit;18.7;0
