Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
10;2017;1378;Newton, Cam;QB;car;h;mia;35.66;0
10;2017;1415;Cousins, Kirk;QB;min;a;was;31.58;0
10;2017;1490;Goff, Jared;QB;lar;h;hou;29.5;0
10;2017;1435;Keenum, Case;QB;den;h;nwe;29.06;0
10;2017;1520;Beathard, C.J.;QB;sfo;h;nyg;26.02;0
10;2017;1517;Kizer, DeShone;QB;gnb;a;chi;23.98;0
10;2017;1340;Stafford, Matthew;QB;det;h;cle;22.66;0
10;2017;1131;Brady, Tom;QB;nwe;a;den;22.64;0
10;2017;1412;Wilson, Russell;QB;sea;a;ari;19.42;0
10;2017;1232;Roethlisberger, Ben;QB;pit;a;ind;18.94;0
10;2017;1466;Mariota, Marcus;QB;ten;h;cin;18.66;0
10;2017;1442;Bortles, Blake;QB;jac;h;lac;18.32;0
10;2017;1225;Manning, Eli;QB;nyg;a;sfo;17.92;0
10;2017;1403;Dalton, Andy;QB;cin;a;ten;16.6;0
10;2017;1496;Brissett, Jacoby;QB;ind;h;pit;16.58;0
10;2017;1231;Rivers, Philip;QB;lac;a;jac;16.3;0
10;2017;1519;Trubisky, Mitchell;QB;chi;h;gnb;15.88;0
10;2017;1301;Ryan, Matt;QB;atl;h;dal;15.6;0
10;2017;1263;Cutler, Jay;QB;mia;a;car;15.42;
10;2017;1501;Prescott, Dak;QB;dal;a;atl;15.24;0
10;2017;1290;Stanton, Drew;QB;cle;a;det;15.02;0
10;2017;1470;Hundley, Brett;QB;sea;a;ari;14.08;0
10;2017;1151;Brees, Drew;QB;nor;a;buf;13.96;0
10;2017;1175;McCown, Josh;QB;nyj;a;tam;13.48;0
10;2017;1414;Osweiler, Brock;QB;mia;a;car;11.74;0
10;2017;1242;Fitzpatrick, Ryan;QB;tam;h;nyj;11.38;0
10;2017;1443;Savage, Tom;QB;nor;a;buf;8.84;0
10;2017;1522;Peterman, Nathan;QB;buf;h;nor;7.16;0
10;2017;1400;Taylor, Tyrod;QB;cle;a;det;3.94;0
10;2017;1336;Hoyer, Brian;QB;nwe;a;den;1.48;0
10;2017;1492;Kessler, Cody;QB;jac;h;lac;0.2;0
10;2017;1239;Anderson, Derek;QB;car;h;mia;-0.2;
10;2017;1334;Daniel, Chase;QB;chi;h;gnb;-0.2;0
10;2017;2793;Ingram, Mark;RB;nor;a;buf;34.1;0
10;2017;2831;Murray, DeMarco;RB;ten;h;cin;29.2;
10;2017;5575;Ekeler, Austin;RB;lac;a;jac;27.9;0
10;2017;5562;Kamara, Alvin;RB;nor;a;buf;27.8;0
10;2017;5536;McCaffrey, Christian;RB;car;h;mia;20;0
10;2017;2992;Gurley, Todd;RB;lar;h;hou;19.6;0
10;2017;2816;Lewis, Dion;RB;ten;h;cin;17.5;0
10;2017;5446;Drake, Kenyan;RB;mia;a;car;17.2;0
10;2017;2969;Crowell, Isaiah;RB;nyj;a;tam;16.5;0
10;2017;2888;Bell, Le'Veon;RB;pit;a;ind;16.2;0
10;2017;2994;Coleman, Tevin;RB;atl;h;dal;15.8;0
10;2017;2890;Burkhead, Rex;RB;nwe;a;den;15.3;0
10;2017;2997;Johnson, Duke;RB;cle;a;det;14.8;0
10;2017;5392;Montgomery, Ty;RB;gnb;a;chi;14.8;0
10;2017;2612;Stewart, Jonathan;RB;nyg;a;sfo;14;0
10;2017;2907;Riddick, Theo;RB;det;h;cle;13.7;0
10;2017;2999;Artis-Payne, Cameron;RB;car;h;mia;12.8;0
10;2017;2976;Darkwa, Orleans;RB;nyg;a;sfo;12.8;
10;2017;2899;Murray, Latavius;RB;min;a;was;12.8;0
10;2017;5567;Breida, Matt;RB;sfo;h;nyg;12.8;0
10;2017;2995;Abdullah, Ameer;RB;det;h;cle;12.5;0
10;2017;2933;Hyde, Carlos;RB;cle;a;det;12.4;0
10;2017;2931;Sims, Charles;RB;tam;h;nyj;12;0
10;2017;2892;Ellington, Andre;RB;ari;h;sea;12;
10;2017;5405;Grant, Corey;RB;jac;h;lac;11.6;0
10;2017;5535;Mixon, Joe;RB;cin;a;ten;11;0
10;2017;2993;Yeldon, T.J.;RB;jac;h;lac;11;0
10;2017;2954;White, James;RB;nwe;a;den;10.8;0
10;2017;5573;Edmunds, Trey;RB;nor;a;buf;10.8;0
10;2017;2889;Bernard, Giovani;RB;cin;a;ten;9.8;0
10;2017;5544;McGuire, Elijah;RB;nyj;a;tam;9.8;0
10;2017;2915;Thompson, Chris;RB;was;h;min;9.7;0
10;2017;2991;Gordon, Melvin;RB;lac;a;jac;9.2;0
