Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
11;2017;2913;Olawale, Jamize;RB;dal;h;phi;4.2;0
11;2017;5449;Washington, DeAndre;RB;oak;h;nwe;3.9;0
11;2017;5445;Henry, Derrick;RB;ten;a;pit;3.2;0
11;2017;5547;Gallman, Wayne;RB;nyg;h;kan;3.2;0
11;2017;5507;Barber, Peyton;RB;tam;h;-;3.1;0
11;2017;2993;Yeldon, T.J.;RB;jac;a;cle;3;0
11;2017;2911;Cunningham, Benny;RB;chi;h;det;2.8;0
11;2017;2918;Williams, Kerwynn;RB;kan;a;nyg;2.8;0
11;2017;5370;Allen, Javorius;RB;bal;a;gnb;2.7;0
11;2017;5446;Drake, Kenyan;RB;mia;h;-;2.4;0
11;2017;2822;Sherman, Anthony;RB;kan;a;nyg;2.1;0
11;2017;2969;Crowell, Isaiah;RB;nyj;h;-;1.8;0
11;2017;5504;Watt, Derek;RB;lac;h;buf;1.7;0
11;2017;5406;Ripkowski, Aaron;RB;gnb;h;bal;1.6;0
11;2017;5566;Dayes, Matthew;RB;cle;h;jac;1.5;0
11;2017;2889;Bernard, Giovani;RB;cin;a;den;1.4;0
11;2017;2954;White, James;RB;nwe;a;oak;1.3;0
11;2017;5532;Kerridge, Joe;RB;gnb;h;bal;1.3;0
11;2017;5537;Conner, James;RB;pit;h;ten;1.2;0
11;2017;3191;Smith, Rod;RB;dal;h;phi;1.1;0
11;2017;5581;Ham, C.J.;RB;min;h;lar;0.8;0
11;2017;2629;Charles, Jamaal;RB;den;h;cin;0.7;
11;2017;2741;Ivory, Chris;RB;buf;a;lac;0.6;0
11;2017;2818;Rodgers, Jacquizz;RB;tam;h;-;0.3;0
11;2017;2910;Bohanon, Tommy;RB;jac;a;cle;0.3;0
11;2017;5431;Hunt, Akeem;RB;kan;a;nyg;0.3;
11;2017;5524;Marshall, Byron;RB;was;a;nor;0.2;0
11;2017;2912;Line, Zach;RB;nor;h;was;0.2;0
11;2017;2934;Williams, Andre;RB;lac;h;buf;0.2;
11;2017;2896;Lacy, Eddie;RB;sea;h;atl;0.2;
11;2017;5546;Mays, Devante;RB;gnb;h;bal;-1.1;0
11;2017;3474;Brown, Antonio;WR;pit;h;ten;45.4;0
11;2017;5198;Allen, Keenan;WR;lac;h;buf;43.2;0
11;2017;5212;Stills, Kenny;WR;mia;h;-;34;0
11;2017;5255;Cooks, Brandin;WR;lar;a;min;29.9;0
11;2017;5333;Thielen, Adam;WR;min;h;lar;27.3;0
11;2017;5182;Matthews, Rishard;WR;ten;a;pit;25.3;0
11;2017;3501;Fitzgerald, Larry;WR;ari;a;hou;24.1;0
11;2017;5263;Adams, Davante;WR;gnb;h;bal;23.6;0
11;2017;3851;Amendola, Danny;WR;mia;h;-;20.6;0
11;2017;5335;Landry, Jarvis;WR;cle;h;jac;20.5;0
11;2017;5153;Jeffery, Alshon;WR;phi;a;dal;18.7;0
11;2017;5168;Jones, Marvin;WR;det;a;chi;18.5;0
11;2017;5206;Hopkins, DeAndre;WR;hou;h;ari;17.6;0
11;2017;3997;Thomas, Demaryius;WR;den;h;cin;17.4;0
11;2017;5217;Woods, Robert;WR;lar;a;min;16.1;0
11;2017;3809;Wallace, Mike;WR;phi;a;dal;15.6;0
11;2017;5485;Hill, Tyreek;WR;kan;a;nyg;15.4;0
11;2017;5459;Thomas, Michael;WR;nor;h;was;15.1;0
11;2017;5091;Green, A.J.;WR;cin;a;den;15;0
11;2017;2580;Grant, Ryan;WR;ind;h;-;14.9;0
11;2017;5410;Crowder, Jamison;WR;was;a;nor;14.6;0
11;2017;3891;Bryant, Dez;WR;dal;h;phi;14.3;
11;2017;5253;Evans, Mike;WR;tam;h;-;14.2;0
11;2017;5452;Coleman, Corey;WR;buf;a;lac;14;0
11;2017;3670;Ginn Jr., Ted;WR;nor;h;was;13.5;0
11;2017;3872;Crabtree, Michael;WR;bal;a;gnb;13.1;0
11;2017;5265;Ellington, Bruce;WR;hou;h;ari;12.8;0
11;2017;5159;Sanu, Mohamed;WR;atl;a;sea;12.7;0
11;2017;5480;Erickson, Alex;WR;cin;a;den;12.2;0
11;2017;5089;Jones, Julio;WR;atl;a;sea;12.1;0
11;2017;5460;Doctson, Josh;WR;was;a;nor;12.1;0
11;2017;5136;Baldwin, Doug;WR;sea;h;atl;12;0
11;2017;5376;Cooper, Amari;WR;oak;h;nwe;11.8;0
11;2017;5113;Smith, Torrey;WR;car;h;-;11.8;0
11;2017;5552;Kupp, Cooper;WR;lar;a;min;11.4;0
11;2017;5557;Jones, Zay;WR;buf;a;lac;10.8;0
11;2017;3770;Jackson, DeSean;WR;tam;h;-;10.8;0
11;2017;5260;Richardson, Paul;WR;was;a;nor;10.6;0
11;2017;5256;Lee, Marqise;WR;jac;a;cle;9.5;0
11;2017;5458;Jones, T.J.;WR;det;a;chi;9.5;
11;2017;5594;Williams, Mike;WR;lac;h;buf;8.8;0
11;2017;5553;Smith-Schuster, JuJu;WR;pit;h;ten;8.7;0
11;2017;5508;Lewis, Roger;WR;nyg;h;kan;8.5;0
11;2017;5208;Patterson, Cordarrelle;WR;nwe;a;oak;8.5;0
11;2017;5273;King, Tavarres;WR;min;h;lar;7.8;0
11;2017;5386;Lockett, Tyler;WR;sea;h;atl;7.7;0
11;2017;5408;Roberts, Seth;WR;oak;h;nwe;7.6;0
11;2017;5216;Williams, Terrance;WR;dal;h;phi;7.5;0
11;2017;3830;Maclin, Jeremy;WR;bal;a;gnb;7.4;
11;2017;5097;Inman, Dontrelle;WR;chi;h;det;7.3;
11;2017;5554;Golladay, Kenny;WR;det;a;chi;7.2;0
11;2017;5424;Diggs, Stefon;WR;min;h;lar;7.2;0
11;2017;3902;Decker, Eric;WR;nwe;a;oak;6.7;
11;2017;3946;LaFell, Brandon;WR;cin;a;den;6.7;0
11;2017;5252;Watkins, Sammy;WR;kan;a;nyg;6.6;0
11;2017;5160;Thompson, Deonte;WR;dal;h;phi;6.6;0
11;2017;5380;Parker, DeVante;WR;mia;h;-;6.6;0
11;2017;5603;Westbrook, Dede;WR;jac;a;cle;6.5;0
11;2017;5593;Rudolph, Travis;WR;nyg;h;kan;6.4;0
11;2017;5125;Cobb, Randall;WR;gnb;h;bal;6.4;0
11;2017;3995;Tate, Golden;WR;det;a;chi;6.2;0
11;2017;5579;Godwin, Chris;WR;tam;h;-;5.8;0
11;2017;5550;Davis, Corey;WR;ten;a;pit;5.7;0
11;2017;5387;Hardy, Justin;WR;atl;a;sea;5.7;0
11;2017;5570;Cole, Keelan;WR;jac;a;cle;5.4;0
11;2017;5367;Bryant, Martavis;WR;oak;h;nwe;5;0
11;2017;5264;Brown, John;WR;bal;a;gnb;4.8;0
11;2017;5162;Wright, Kendall;WR;min;h;lar;4.5;0
11;2017;3751;Nelson, Jordy;WR;oak;h;nwe;4.4;0
11;2017;5219;Butler, Brice;WR;ari;a;hou;3.9;0
11;2017;5173;Benjamin, Travis;WR;lac;h;buf;3.8;0
11;2017;5148;Floyd, Michael;WR;nor;h;was;3.6;0
11;2017;3983;Sanders, Emmanuel;WR;den;h;cin;3.5;0
11;2017;5394;McBride, Tre;WR;nyj;h;-;3.4;0
11;2017;5476;Miller, Braxton;WR;hou;h;ari;3.4;0
11;2017;5188;Wright, Jarius;WR;car;h;-;3.3;0
11;2017;5229;Brown, Jaron;WR;sea;h;atl;3.2;0
11;2017;2958;Thomas, De'Anthony;WR;kan;a;nyg;3.1;0
11;2017;5268;Latimer, Cody;WR;nyg;h;kan;3.1;0
11;2017;5412;Humphries, Adam;WR;tam;h;-;3.1;0
11;2017;5257;Benjamin, Kelvin;WR;buf;a;lac;3;0
11;2017;5453;Treadwell, Laquon;WR;min;h;lar;3;0
11;2017;5353;Fowler, Bennie;WR;chi;h;det;2.8;0
11;2017;5361;Gabriel, Taylor;WR;chi;h;det;2.7;0
11;2017;5163;Beasley, Cole;WR;dal;h;phi;2.7;0
11;2017;3824;Britt, Kenny;WR;cle;h;jac;2.5;0
11;2017;5481;Louis, Ricardo;WR;cle;h;jac;2.5;0
11;2017;5409;Nelson, J.J.;WR;ari;a;hou;2.4;0
11;2017;5585;Brown, Noah;WR;dal;h;phi;2.4;0
11;2017;5501;Taylor, Jordan;WR;den;h;cin;2.4;0
11;2017;5503;Thomas, Mike;WR;lar;a;min;2.2;0
11;2017;5287;Snead, Willie;WR;bal;a;gnb;2.2;0
11;2017;5432;Williams, Tyrell;WR;lac;h;buf;2.1;0
11;2017;5520;Raymond, Kalif;WR;nyg;h;kan;2.1;0
11;2017;5578;Hollins, Mack;WR;phi;a;dal;1.7;0
11;2017;5515;Robinson, Demarcus;WR;kan;a;nyg;1.7;0
11;2017;3860;Tate, Brandon;WR;nor;h;was;1.7;0
11;2017;5177;Holmes, Andre;WR;buf;a;lac;1.7;0
11;2017;5326;Coleman, Brandon;WR;nor;h;was;1.6;0
11;2017;5455;Boyd, Tyler;WR;cin;a;den;1.5;0
11;2017;5378;Agholor, Nelson;WR;phi;a;dal;0.8;0
11;2017;3978;Roberts, Andre;WR;nyj;h;-;-1;0
11;2017;5486;Grant, Jakeem;WR;mia;h;-;-1;0
11;2017;4582;Kelce, Travis;TE;kan;a;nyg;20.9;0
11;2017;4492;Graham, Jimmy;TE;gnb;h;bal;20.8;0
11;2017;4712;Seals-Jones, Ricky;TE;ari;a;hou;20.4;0
11;2017;4360;Walker, Delanie;TE;ten;a;pit;15.2;0
11;2017;4700;Howard, O.J.;TE;tam;h;-;14.2;0
11;2017;4709;Shaheen, Adam;TE;chi;h;det;14.1;0
11;2017;4552;Fleener, Coby;TE;nor;h;was;14.1;
11;2017;4653;James, Jesse;TE;pit;h;ten;13.1;0
11;2017;4577;Toilolo, Levine;TE;det;a;chi;11.1;0
11;2017;4537;Rudolph, Kyle;TE;min;h;lar;10.8;0
11;2017;4324;Lewis, Marcedes;TE;gnb;h;bal;10.6;0
11;2017;4323;Davis, Vernon;TE;was;a;nor;9.7;0
11;2017;4652;Kroft, Tyler;TE;cin;a;den;9.2;0
11;2017;4601;Ebron, Eric;TE;ind;h;-;8.9;0
11;2017;4714;Sprinkle, Jeremy;TE;was;a;nor;7.7;0
11;2017;4715;Traylor, Austin;TE;den;h;cin;7.6;0
11;2017;4534;Thomas, Julius;TE;mia;h;-;7;
11;2017;4494;Gronkowski, Rob;TE;nwe;a;oak;6.6;0
11;2017;4586;Hill, Josh;TE;nor;h;was;6.5;0
11;2017;4543;Clay, Charles;TE;buf;a;lac;5.7;0
11;2017;4437;Cook, Jared;TE;oak;h;nwe;5.6;0
11;2017;4675;Henry, Hunter;TE;lac;h;buf;4.5;0
11;2017;4407;Bennett, Martellus;TE;nwe;a;oak;4.5;
11;2017;4551;Allen, Dwayne;TE;nwe;a;oak;4.4;0
11;2017;4292;Watson, Ben;TE;nor;h;was;4.3;0
11;2017;5436;Brown, Daniel;TE;chi;h;det;4.3;0
11;2017;4363;Celek, Brent;TE;phi;a;dal;3.8;
11;2017;4640;Fiedorowicz, C.J.;TE;hou;h;ari;3.8;
11;2017;5110;Paul, Niles;TE;jac;a;cle;3.6;0
11;2017;4542;Green, Virgil;TE;lac;h;buf;3.3;0
11;2017;4679;Anderson, Stephen;TE;hou;h;ari;3.2;0
11;2017;4569;Ertz, Zach;TE;phi;a;dal;2.8;0
11;2017;4650;Williams, Maxx;TE;bal;a;gnb;2.6;0
11;2017;4702;Njoku, David;TE;cle;h;jac;2.3;0
11;2017;4664;O'Shaughnessy, James;TE;jac;a;cle;2.2;0
11;2017;4648;Brate, Cameron;TE;tam;h;-;2.2;0
11;2017;4681;Travis, Ross;TE;kan;a;nyg;2.1;0
11;2017;4618;Burton, Trey;TE;chi;h;det;2;0
11;2017;4588;McGrath, Sean;TE;det;a;chi;2;0
11;2017;4493;Gresham, Jermaine;TE;ari;a;hou;2;0
11;2017;4609;Fells, Darren;TE;cle;h;jac;1.9;0
11;2017;4701;Engram, Evan;TE;nyg;h;kan;1.9;0
11;2017;4578;Willson, Luke;TE;det;a;chi;1.9;0
11;2017;4677;Hooper, Austin;TE;atl;a;sea;1.9;0
11;2017;4705;Everett, Gerald;TE;lar;a;min;1.8;0
11;2017;4661;O'Leary, Nick;TE;buf;a;lac;1.8;0
11;2017;4554;Ellison, Rhett;TE;nyg;h;kan;1.7;0
11;2017;4262;Witten, Jason;TE;dal;h;phi;1.7;
11;2017;4686;Adams, Jerell;TE;nyg;h;kan;1.6;0
11;2017;4680;Higbee, Tyler;TE;lar;a;min;1.5;0
11;2017;4538;Kendricks, Lance;TE;gnb;h;bal;1.5;0
11;2017;4690;DeValve, Seth;TE;cle;h;jac;1.5;0
11;2017;4694;Morgan, David;TE;min;h;lar;1.5;0
11;2017;4651;Walford, Clive;TE;nyj;h;-;1.4;0
11;2017;4629;Rodgers, Richard;TE;phi;a;dal;1.3;0
11;2017;4481;Cumberland, Jeff;TE;lac;h;buf;1.2;
11;2017;4660;Boyle, Nick;TE;bal;a;gnb;1.2;0
11;2017;7003;Baltimore;Def;bal;a;gnb;26;0
11;2017;7014;Jacksonville;Def;jac;a;cle;25;0
11;2017;7026;LA Chargers;Def;lac;h;buf;25;0
11;2017;7023;Philadelphia;Def;phi;a;dal;22;0
11;2017;7029;Tampa Bay;Def;tam;h;-;18;0
11;2017;7024;Pittsburgh;Def;pit;h;ten;16;0
11;2017;7002;Atlanta;Def;atl;a;sea;12;0
11;2017;7020;New York G;Def;nyg;h;kan;11;0
11;2017;7007;Cincinnati;Def;cin;a;den;10;0
11;2017;7011;Detroit;Def;det;a;chi;9;0
11;2017;7018;New England;Def;nwe;a;oak;9;0
11;2017;7008;Cleveland;Def;cle;h;jac;8;0
11;2017;7017;Minnesota;Def;min;h;lar;8;0
11;2017;7032;Houston;Def;hou;h;ari;6;0
11;2017;7015;Kansas City;Def;kan;a;nyg;6;0
11;2017;7010;Denver;Def;den;h;cin;5;0
11;2017;7006;Chicago;Def;chi;h;det;5;0
11;2017;7012;Green Bay;Def;gnb;h;bal;5;0
11;2017;7001;Arizona;Def;ari;a;hou;4;0
11;2017;7031;Washington;Def;was;a;nor;3;0
11;2017;7028;Seattle;Def;sea;h;atl;2;0
11;2017;7019;New Orleans;Def;nor;h;was;1;0
11;2017;7016;Miami;Def;mia;h;-;1;0
11;2017;7009;Dallas;Def;dal;h;phi;-1;0
11;2017;7030;Tennessee;Def;ten;a;pit;-1;0
11;2017;7004;Buffalo;Def;buf;a;lac;-3;0
